item-id,learner-id,type,content,date,manual-phenomena,auto-tokenize,auto-count-words,auto-pos,notes
I121,L026,survey-message,"Particolarmente mi piace una ricetta di origine ceca. La chiamiamo ""Svíčková"" ed è praticamente una carne bovina con suco e gnocchi alla viennese. La cucina ceca è piena di succhi e gnocchi - fatti come contorno o come desert. Per preparare la ricetta dobbiamo steccare la carne con la pancetta e arrostirla dopo di che arrostiamo la verdura aggiungiamo diverse spezie e insieme alla carne mettiamo nel forno. Ilsucco lo prepariamo aggiungendo la panna e il contorno prepariamo usando panini, uova e sale. Una ricetta delicatae per noi cosˇi speciale. Come desert amo le brownies,fatte con la cioccolata fondente.",,,,,,
I122,L075,survey-message,"Non so se lo preferisco, ma posso studiare solo la sera. Prima devo lavorare o occupare mia famiglia. Ora, quando studio con lavoro, cerco di studiare continuamente. Studio leggendo e facendo appunti sulle cartine piccole (quelli che puoi incollare). Qualche volta è difficile concentrarmi, succede quando sono stanca morta, in questo caso non studio e prendo un libro normale o vado a dormire.",,,,,,
I123,L075,survey-message,"Ultima volta ero in Croazia, a Tucepi. Mia famiglia c’era una settimana prima e io sono arrivata da sola per poter trascorrere con loro la seconda settimana. Mi è piaciuto molto. Conosco molto bene questa zona ed è molto buona per riposare. Era una vacanza con famiglia e per le famiglie è questo luogo molto bene organizzato. ",,,,,,
I124,L075,survey-message,"Mia figlia ama mia oca arrosto. Uso una ricetta tradizionale. Metto la oca nel sale per 24 ore, dopo la lavo dal sale e la metto in forno con molto grasso e l’oca cuoco per 9 ore per 90 gradi di temperatura. Dopo 9 ore aumento la temperatura a 180 gradi e cuoco altre 3 ore. La mangiamo con crauti e con gnocchi. ",,,,,,
I125,L032,survey-message,"Il mio rapporto con lo studio varia e cambia in dipendenza di molti fattori: dipende da come avevo dormito, da come mi sento, da quanti e quali preoccupazioni sto superando, e dipende anche da molte altre circostanze. Per studiare e, nel mio caso, per lavorare preferisco le ore di pomeriggi, se devo scrivere o tradurre. Non mi crea problemi concentrarmi se quello che devo fare è interessante o se apprendo qualche cosa di nuovo. Se invece la cosa, per esempio testo, libro, è noioso, poco istruttivo, non riesco a concentrarmi, o lo butto via. Le mie “tecniche” per ricordare informazioni nuove, sono poche perché oggi, se dimentichi qualche cosa, lo trovi facilmente su internet. Quindi ne approfitto anch’io.",,,,,,
I126,L032,survey-message,"La mia ultima vacanza è stata nella Repubblica Ceca. Alla fine di luglio, assieme al marito, abbiamo passato una settimana nella Svizzera Boema, facendo gite in bicicletta. Abbiamo visitato tra l’altro due città tedesche, vicino alla frontiera: Königstein, con una fortezza antica e estremamente grande, su una colina di circa 250 m sopra il fiume di Elba, e quella di Bad Schandau, terme allo stesso fiume. Questa è stata la parta culturale e istruttiva della vacanza. Tutto il resto è stato puro divertimento in bici: discese e salite, fatica e poi riposo. Questi sono i motivi per cui vale la pena di consigliare la zona ad altri turisti.",,,,,,
I127,L032,survey-message,"Una delle mie ricette preferite sono le lasagne ai quattro formaggi. Si fanno però anche con il ragù.
Ingredienti: 500 g di manzo macinato, 3 cucchiai di olio di oliva, cipolla, aglio, sale, pepe, origano, vino rosso, brodo, pomodori pelati; due etti di mozzarella, tre etti di ricotta, un etto di parmigiano grattugiato, un etto di emmenthal. Le lasagne preferibilmente quelle fatte a casa.
Metti olio nella pentola, aggiungi cipolla e aglio tritati, mescola per arrostire, aggiungi pomodori, metti il vino e il brodo. Cucini per circa un’ora. Nel frattempo bisogna preparare i formaggi: Il ragù fatto, metti ne uno strato in una teglia, poi uno strato di lasagne, poi uno strato di ragù e formaggi, tutti e quattro, e così via.
",,,,,,
I128,L007,survey-message,"Io sono ""un tipo di sera"" e preferisco studiare la sera. Sono impiegata e lavoro dal lunedì fino al venerdì 8,5 ore al giorno, questo significa, che dopo il fine settimana sono meno stanca e studiare di sera dal lunedì fino al mercoledì non è tale problema come alla fine della settimana - giovedì e venerdì - la mia concentrazione discende. Il viaggio al mio lavoro dura quasi un`ora, uso i mezzi pubblici e studio anche la mattina durante il viaggio. Dopo lavoro devo avere una pausa, non sono capace studiare subito. Non ho nessuna tecnica speciale, ma devo dire che per me è utile, quando si ripetono qualche informazioni. Per esempio qualche tipo grammatica dobbiamo imparare e dopo trenta pagine questo si sviluppa o soltanto si ripete, poi questo non dimentichero mai.",,,,,,
I129,L007,survey-message,"Volevo vedere la città di Žamberk, una piccola città in Boemia orientale, nella regione di Pardubice . La non siamo stati mai, appena quest`anno. Siamo andati con mio marito. È stata una combinazione ideale di città e di natura. Abbiamo visto la casa natale di Prokop Diviš /l`inventore del parafulmine/,  il museo comunale di Žamberk, il centro della città con una architettura meravigliosa. Poi abbiamo trascorso qualche giorno andando a piedi, ogni giorno 10 km in natura che circonda questo posto splendido, e tutti i giorni non abbiamo incontrato NESSUNO!!! Pace, calma, riposo, fantastico! Un giorno abbiamo visto una mandria di mufloni, non ho mai visto qualcosa di simile in natura non solo in giardino zoologico. Non so se possono essere anche pericolosi...",,,,,,
I130,L007,survey-message,"Dalla mia infanzia amo preparare ""i nidi di vespe."" Per questi biscotti esistono stampini speciali bisogna comprarli.  Non si cucina, non si cuoce. Si prendono biscotti tondi e nocciole, si macinano, poi si aggiunge il burro, lo zucchero il cacao, l`uovo e alcool, tutto si mescola. Per un ripieno serve di nuovo l`alcool, lo zucchero, il rosso d`uovo e il burro, bisogna mescolare tutto insieme. Per avere una forma giusta si usano i stampini. È molto buono. Gli amici di miei figli ogni Natale non vedevano l`ora di assaggiare i nostri nidi, perché erano pieni di alcool...",,,,,,
I131,L079,survey-message,"Preferisco studiare la mattina e dopo il pranzo, ma non la sera. La sera è un tempo per riposare. È difficile concentrarmi sulla materia che non mi interessa o la quale non capisco. Per ricordarmi le informazioni devo riscriverle. Sempre e tutto. È molto laborioso, ma per me è la tecnica più buona. ",,,,,,
I132,L079,survey-message,"Ultimamente sono andata in Spagna per una settimana. Ho visitato la provincia Asturias in nord, esattamente alcuni paesini piccoli come Luarca, Luanco, poi Gijón, la seconda citta più grande di Asturias, ovviamente il capoluogo Oviedo.. Molti posti. Era una viaggio di divertimento e anche culturale, perché voleva conoscere più posti. Ho viaggiato da sola, ma ho visitato una amica ceca che abita là e un giorno ho viaggiato con lei. Questo luogo consiglierei perché non è  molto visitato dagli turisti stranieri. Penso che vale la pena visitarlo perché c'è molto da vedere, non solo le citta, ma sopratutto le belleze naturali. ",,,,,,
I133,L079,survey-message,Non mi piace e non sono brava in cucinare. Il mio stile di cucinare è mettere alcuni alimenti nella pentola e riscaldarlo. ,,,,,,
I134,L008,survey-message,"Preferisco studiare sempre la mattina. Non ho quasi mai studiato la sera perché credo che sia importante dormire bene. La mattina sono sempre fresco e pronto a imparare. Quando ero al liceo, era difficile per me concentrarmi perché ho sempre pensato all'altro. Sopratutto alla figa e alle scommesse. Però sono riuscito ad ottenere i voti buoni lo stesso. Per ricordare le informazioni ho usato solo la tecnica di ""parlare ad alta voce"".",,,,,,
I135,L008,survey-message,"Durante la mia ultima vacanza sono stato in un posto paradisaico. Sono stato a Danta di Cadore e così l'ha definito un noto alpinista Pierangelo. Mi ha scritto: Tomas, ti trovi in un posto paradisaico. Ed aveva ragione. Abbiamo visitato le Tre Cime e abbiamo fatto molte passeggiate. Ho viaggiato con mia moglie e mio nonno. Questo luogo non lo consiglierei a nessuno perché la gente non capisce la bellezza di questi posti. Io invece mi ci trasferirò in futuro. È un luogo bellissimo, tranquillissimo e pieno di veneti divertenti! ",,,,,,
I136,L008,survey-message,"Il mio piatto preferito che anche riesco a cucinare è la parmiggiana. Di solito faccio grilliare le melanzane, taglio la mozzarella e preparo il sugo. Poi metto tutto insieme, come indicato da Emanuele Ridi e ci aggiungo anche il parmiggiano. L'unica volta quando non sono riuscito a preparla bene è stato quando ho messo una copertina di plastica nel forno. BURDELLLLLLLL!",,,,,,
I137,L043,survey-message,"Il mio periodo preferito è la sera. Non posso studiare durante il giorno perché devo lavorare. Ma la sera, verso le nove o dieci è il periodo quando la mia casa è silenziosa e posso concentrarmi per il mio studio. Quando inizio a studiare, di solito studio per due o tre ore. Quando studio, devo scrivere tutte le parole che voglio imparare. Se non le scrivo, me ne dimentico subito.",,,,,,
I138,L043,survey-message,"La mia ultima vacanza ho speso in Italia a Lago di Garda con la mia famiglia. Siamo stati a Limone sul Garda, una città piccola ma molto buona. Ci siamo andati con altre due famiglie e ci siamo divertiti un mondo. Il nostro albergo è stato perfetto, sulla spiaggia del lago e abbiamo mangiato i pasti italiani che ci piacciono molto. Il tempo ha fatto bello, c´era il sole tutti i giorni e abbiamo nuotato in lago. Abbiamo riposato sulla spiaggia e abbiamo prenduto il sole.",,,,,,
I139,L043,survey-message,"
Il mio piatto preferito è gli spaghetti carbonara. A me e la mia famiglia piace la pasta molto bene e cosí prepararla molto spesso nelli modi diversi. Anché preparo l´insalate diverse con  la verdura o solo gli spaghetti come un contorno con il carne. La pasta è il piatto perfetto quando viaggi ( per esempio in montagna d´inverno per sciare) perché la preparazione dell piatto non prende molto tempo e inoltre è un piatto caldo.
",,,,,,
I140,L063,survey-message,"Per quel che riguarda il periodo della giornata più adeguato allo studio, dipende da vari fattori, tra cui lo stato d’animo, lo stato fisico, ecc. Ma di solito i momenti più efficienti sono o la mattina o la sera. Lo stesso vale anche per la concentrazione: più facilmente mi concentro o la mattina o la sera. Se leggo il testo ad alta voce, mi ricordo meglio le informazioni che esso contiene. ",,,,,,
I141,L063,survey-message,"Durante l’estate scorsa, sono andata a visitare l’iQlandia a Liberec e lo Svět techniky a Ostrava. Sono grandi complessi, musei interattivi, dove i visitatori hanno un’occasione unica di provare le leggi fisiche a propria pelle. Quello di Liberec è organizzato molto meglio, ma quello di Ostrava è interessante per un altro motivo, e cioè è situato nello spazio della vecchia fabbrica di Vítkovice e quindi ha un fascino particolare. Un museo simile si può visitare anche a Olomouc, ma un visitatore curioso non dovrebbe mancare di visitare anche questi due posti.",,,,,,
I142,L063,survey-message,"Torta di tvarůžky. Gli ingredienti: 1 uovo, 250 gr. di farina semi-grezza, 300 gr. di yogurt bianco, mezza bustina di lievito in polvere, 125 gr. di formaggio tvarůžky, 150 gr. di bacon, sale, origano. Unire la farina, l’uovo, lo yogurt e il lievito in un impasto. Spianare l’impasto e poi depositarlo sulla teglia da forno. Sopra l’impasto mettere il formaggio e il bacon tagliati a dadi, cospargere di origano, aggiungere un po’ di sale, poi mettere al forno e lasciare cuocere a 180° per 30 minuti.",,,,,,
I143,L040,survey-message,"Lo mio studio della lingua italiana all´universitá é per me sempre piú di ficile. Per lo mio devo molto concentrarmi. Periodo per il mio studio e solamente sera, perché mattina lavoro.Non ho molte ""tecniche"" per ricordarsi le informazioni, io devo parlare cose ad alta voce e dirmi le informazioni piú volte. La gramatica devo purtroppo capire piú in fondo.Sempre peró penso che parlare lítaliano é una risorsa per crescita dal punto di vista umano, culturale e anche professionale.",,,,,,
I144,L040,survey-message,"La mia ultima vacanza é stata in Sardegna a Costa Rei. Dopo tre anni ho tornato a casa di mia amica vicino al mare. Ci sono stata solo 7 giorni con le mie amiche di Repubblica Slovacca. Ho trovato qui la gente che ho conosciuta di prima. Sono stati sete giorni di riposo sulla spiaggia e ci ho di nuovo potevo vedere le amiche di Sardegna.Spero di tornare presto... Sardegna é un´isola magnifica con i suoi tradizioni, cultura e naturalmente bellisssimo mare, che é chiamato anche i Caraibi del Mediteraneo.",,,,,,
I145,L040,survey-message,"La mia ricetta preferita é il tiramisú, Questa ricetta ho della mia amicha di Sardegna. Mi  piacono i dolci, sono prioprio innamorata di tiramisú...  Poi tiramisú non é molto ficile, penso, che puó fare ogniuno di noi che vuole. Ho provato cucinare anche a casa mia. É piaciuto molto.In Repubblica Ceca é questo dolce molto conosciuto, ma mio ricetta é unico, é della mia cara amica.",,,,,,
I146,L050,survey-message,"Non uso nessuna tecnica per ricordarmi i testi, putroppo non ho trovato ancora nessuna che fosse utile. Di solito faccio tanta fatica a concentrarmi, perciò studio solamente nei momenti in cui me la sento. Allora può succedere che studio alle due di mattina dopo aver visto un film o alle quattro di pomeriggio al bar dietro all'angolo. Il mio problema principale quando cerco di studiare sarà il fatto che appena comincio a leggere, mi viene fame e devo mangiare sennò non mi concentro per niente. ",,,,,,
I147,L050,survey-message,"Per me le vacanze non esistono più, ma per fortuna lavoro in una zona turistica e riesco a divertirmi anche dopo lavoro, semplicemente uscendo o andando ai posti nei paraggi, specificamente nella zona di Verona. Nei miei viaggi, comunque, cerco di divertirmi ed allo stesso momento conoscere delle nuove cose e persone, dunque anche dal punto di vista culturale direi che sono abbondanti. Se devo consigliare qualche posto ad altri turisti dico semplicemente Europa meridionale perché lì c'è tutto: sole, vino, cibo e bella gente.",,,,,,
I148,L050,survey-message,"Per 4 piatti di spaghetti all'Amatriciana avremo bisogno di 200 g di guanciale, 400 g di pomodori pelati, un pezzetto di peperoncino, un cucchiao di vino bianco secco, sale, pecorino e ovviamente 500g di spaghetti. Sulla padella versiamo un po' d'olio ed aggiungiamo il peperoncino appena dopo anggiungiamo il guanciale tagliato alle fette di un centimetro e faciamolo rosolare mescolandolo. Circa dopo 8 minuti aggiungiamo un cucchiaio di vino ed aspettiamo che evapori. Poi possiamo togliere il guanciale a parte e nella stessa padella mettere i pomodori e cuocerli almeno per dieci minuti. In questo momento in un'altra pentola con l'acqua bollente dovremmo mettere gli spagheti e cuocerli al dente. Appena finito mettiamo il guanciale nei pomodori, mescoliamo ed aggiungiamo gli spaghetti appena scolati. Alla fine grattugiamo sopra il pecorino. ",,,,,,
I149,L049,survey-message,"Purtroppo ho una memoria molto scarsa, allora lo studio a volte può diventare faticoso pe rme. Per ricordarmi le informazioni uso sempre il metodo di evidenziare graficamente le parti importanti, cioè in un file PDF uso la marcatezza colorata. Se invece si tratta di un libro in carta, amo usare i bigliettini colorati che si attacano alla carta, li metto ai bordi della pagina, in modo che posso vedere anche quando il libro è chiuso, dove ho fatto una marcatura di importanza. Questa tecnica è molto diversa ad esempio dell'uso della mattita per sottolineare le righe, che per me ha poco senso, perhcè comunque non si capisce in che pagina erano le informazioni importanti. Devo ammettere che molto spesso faccio fatica a concentrarmi. Ho sempre avuto questo problema, riesco a concentrarmi solo in caso quando si tratta di una materia che mi appassiona. Altrimenti sono abbastanza distratta. Ho capito con esperienza che paradossalmente riesco a studiare megio quando sono stanca, probabilmente è perchè non ho più energia per occuparmi di più cose contemporaneamente, allora non posso essere distratta e in questo caso riesco a concentrarmi sullo studio.  ",,,,,,
I150,L049,survey-message,"L'estate scorsa sono stat in una piccola vacanza nella campagna fiorentina. Ho passato quattro bellissime giornate in un agroturismo circondato dai pini. Credo che la Toscana è un posto addatto sia per chi ama la cultura, sia per chi ama la natura. Ho visto molti belli posti a Firenze, ma devo dire che la cosa che mi è rimasta nella memoria è la passeggiata sul cavallo. Sono andata a cavallo nei boschi, ho fatto una passeggiata tra le vigne di Chianti con il tramnotno del sole, è stata una esperienza indimenticabile sopratutto perchè per me è stata la prima volta ad andare sul cavallo. Sono stata fortunata perchè mi hanno dato un cavallo molto tranquillo, l'unico problema era che si fermava ogni due minuti a manguarsi un po di more oppure di erba. Era un cavallo bianco con la macchie scure. Si chiamava Zebrino.",,,,,,
I151,L049,survey-message,"E oramai da due anni che preparo un dolce chiamato „banana sushi“. Si tratta di una ricetta semplicissima e che di solito piace a tutti. Si fa con pochi ingredienti e in pochi minuti. Servono le banane, il burro di aracchidi e il cacao amaro. La preparazione è la seguente: Pelare le banane, le tagliare a piccholi cerchietti (di spessore di un sushi classico), fare un buco in mezzo a ogni pezzo di banana (viene usato uno strumento a posta per fare i buchi nelle verdure), farcire ogni pezzo di banana con il burro di aracchidi e bagnare nel cacao in modo che sia uniformemente distribuito sulla superficie della banana. Gli avanzi della banana non buttiamo,  si possono usare per un'altro dolce oppure si mangiano mentre si cucina. Per decorare si può usare una spolverata di farina di cocco che si combina anche bene come gusto. Questo dolce possono preparare tranquilamente anche i bambini, è divertente e anche abbastanza leggero,  senza i zuccheri aggiunti, è vegano, adatto per chi fa la dieta senza glutine. E molto più buono se si riposa qualche ora nel frigorifero.",,,,,,
I152,L019,survey-message,Per mio studio italiano preferisco studiare nel pomeriggio perché sera sono stanca. Concentrarsi a quest'ora non è difficile per me. Per ricordare le informazioni mi aiuta a pratico non le parole ma le frasi che hanno senso.,,,,,,
I153,L019,survey-message,"La mia ultima vacanza è stata un mese fa. Ho visitato  Bhutan. È stata la mia più grande esperienza di viaggio. È un regno. C'è un enorme numero di templi, c'è un'altra religione il buddismo, una natura meravigliosa non toccata dalla civiltà.Ho viaggiato con un´ agenzia di viaggi e mio marito. Raccomando a tutti  che amano la storia e la natura.",,,,,,
I154,L019,survey-message,"Zuppa di barbabietole.  Metterò nel forno le barbabietole rosse con la cipolla, e un po l'aglio. Poi metto tutto in una pentola con un po di vino bianco, brodo vegetale, cucino, aggiungo latte di cocco e mescolo. ",,,,,,
I155,L042,survey-message,"Personalmente non ho il mio tempo di sudio- qualche volta studio la matina e una altra volta la sera, dipende dal programa del giorno. Per ricordarmi le informazioni bene, trovo utile a scrivere i miei proprie notizie- sopratutto quando il sogetto dello studio è difficile e lungo.    ",,,,,,
I156,L042,survey-message,"L'ultime vacanze estive ho passato nella Polonia, al mare a Danzica. Ho viaggiato da solo, solo con la fotocamera e ho fatto moltissime foto. Era un viaggio culturale- ho visitato i monumeti storici e i centri culturali, per esempio il Centro Europeo di Solidarità, dove ho visto l'esposizione sulle represioni del comunismo e sul movimento detto Solidarnost.",,,,,,
I157,L042,survey-message,"Amo rissotto e lo faccio spesso. Prima di tutto metto l'aglio e la cippola nel olio, poi riso arborio. Dopo alcuni minuti metto un vino bianco e continuo con il bujon. Alla fine metto la verdura-  per esempio zucchini e pomodori secchi.  Dopo quindici minuti metto un pezzo di burro e il parmigiano gratuito. Aspetto altri cinque minuti a poi  mangio tutto.",,,,,,
I158,L002,survey-message,"Per imparare bene preferisco mattinate. Se voglio imparare qualcosa a memoria 
ho bisogno di avere due cose: Silenzio e qualcosa da bere, perche le cose
mi memorizzo meglio se li dico ad alta voce. 
Per me non c'e nessun problema di concenrazione in caso di non essere stanca.Mi aiuta anche tanto se da un testo c'e un immagine perche la mia 
memoria e' piu visiva. Ogni tanto capita (sopratutto se imparo
vocaboli nuovi) che dipingo ""una nuova parola"" e cosi me la
memorizzo meglio.",,,,,,
I159,L002,survey-message,"La mia ultima vacanza era in Calabria. Ci sono andata con mia sorella. Abbiamo abitato in una bellissima casa accanto al mare. Il mare dalla finestra purtroppo non si poteva vedere. La gente in Calabria e' gentilissima. Che risate durante le serate! E' stato molto divertente. La cucina calabrese e' unica e per essere sincera, Calabria ha la verdura piu buona che io abbia mai mangiato. Si puo dire che si trattava di un viaggio culturale, perche con le altre persone e con la nostra guida abbiamo fatto dei viaggi, sopratutto in Sicilia. Abbiamo visitatoTarquinia e Messina, tutte e due citta' stupende. Ma Tarquinia secondo me sia piu bella un po di piu. 
Consiglierei Calabria per tutti quelli che hanno bisogno della natura stupenda, gente allegra e del mare chiaro come il cielo azzuro.",,,,,,
I160,L002,survey-message,"La mia ultima vacanza era in Calabria. Ci sono andata con mia sorella. Abbiamo abitato in una bellissima casa accanto al mare. Il mare dalla finestra purtroppo non si poteva vedere. La gente in Calabria e' gentilissima. Che risate durante le serate! E' stato molto divertente. La cucina calabrese e' unica e per essere sincera, Calabria ha la verdura piu buona che io abbia mai mangiato. Si puo dire che si trattava di un viaggio culturale, perche con le altre persone e con la nostra guida abbiamo fatto dei viaggi, sopratutto in Sicilia. Abbiamo visitatoTarquinia e Messina, tutte e due citta' stupende. Ma Tarquinia secondo me sia piu bella un po di piu. 
Consiglierei Calabria per tutti quelli che hanno bisogno della natura stupenda, gente allegra e del mare chiaro come il cielo azzuro.",,,,,,
